"CODIGO","ANO_LETIVO","PERIODO","INSCRITOS","COM_FREQUENCIA","APROVADOS","DEPARTAMENTO"
"MEA211","2001/2002","2T",42,42,35,""
"MEA207","2001/2002","2T",35,28,26,""
"MEA206","2001/2002","2T",35,27,26,""
"MEA301","2001/2002","3T",14,14,14,""
"MEA402","2001/2002","3T",7,7,7,""
"MEA314","2001/2002","3T",42,42,35,""
"MEA305","2001/2002","3T",18,15,14,""
"EQ301","2002/2003","1S",103,92,76,"DEQ"
"EQ501","2002/2003","A",66,58,58,"DEQ"
"EEC3225","2001/2002","2S",46,39,37,"DEEC"
"EQ510","2002/2003","1S",7,7,7,"DEQ"
"EQ504","2002/2003","1S",7,7,7,"DEQ"
"EIC2201","2002/2003","2S",121,99,85,"DEEC"
"MTM107","2002/2003","2S",13,12,12,"DEEC"
"MEA306","2001/2002","3T",38,30,30,""
"MEA311","2001/2002","3T",57,37,37,""
"MEA403","2001/2002","4T",7,7,7,""
"MEA401","2001/2002","4T",7,7,7,""
"MEA412","2001/2002","4T",41,41,35,""
"MEA407","2001/2002","4T",36,30,30,""
"MEA321","2001/2002","4T",7,7,7,""
"MEA406","2001/2002","4T",11,9,9,""
"MEA209","2001/2002","4T",34,29,27,""
"EEC2105","2002/2003","1S",298,206,145,"DEEC"
"EIC4214","2002/2003","2S",16,16,16,"DEEC"
"EEC4248","2002/2003","2S",61,44,36,"DEEC"
"MEA210","2004/2005","2T",5,,,""
"MEA211","2004/2005","2T",33,,,""
"EEC1204","2002/2003","1S",153,131,115,"DEEC"
"EMM424","2002/2003","1S",29,25,23,"DEMM"
"EEC5122","2001/2002","1S",30,27,27,"DEEC"
"MEA206","2004/2005","2T",30,,,""
"EM128","2001/2002","2S",323,179,93,"DEMEGI"
"EMG2001","2002/2003","A",28,21,19,"DEM"
"EM126","2004/2005","1S",284,,,""
"EQ402","2002/2003","1S",106,86,49,"DEQ"
"EQ503","2002/2003","1S",60,54,54,"DEQ"
"EQ416","2002/2003","1S",11,11,11,"DEQ"
"GEI513","2002/2003","2S",23,17,17,"DEMEGI"
"MEA100","2002/2003","1T",36,32,26,""
"MEA105","2002/2003","1T",37,37,36,""
"MEA411","2002/2003","4T",13,5,4,""
"MEEC1084","2002/2003","1S",7,6,5,"DEEC"
"MEST115","2002/2003","1S",26,23,23,""
"MEST200","2002/2003","1S",27,24,24,"DEC"
"MEST211","2002/2003","2S",24,23,23,""
"EMM115","2002/2003","1S",59,38,32,"DEMM"
"EMM219","2002/2003","1S",27,22,19,"DEMM"
"EM309","2003/2004","1S",103,90,83,"DEMEGI"
"MMSEG5000","2001/2002","A",6,,,""
"MTM103","2002/2003","1S",13,12,12,"DEEC"
"EI1208","2003/2004","2S",,,,"DEEC"
"EC1105","2002/2003","1S",394,343,248,"DEC"
"EC2105","2002/2003","1S",355,232,140,"DEC"
"EMG2102","2002/2003","1S",28,24,16,"DEM"
"CI003","2002/2003","1S",38,28,26,""
"MEM156","2002/2003","2S",5,5,2,""
"MEM186","2002/2003","2S",5,5,5,""
"MEM165","2002/2003","2S",5,5,5,""
"MEM176","2002/2003","2S",5,5,5,""
"MTM101","2002/2003","1S",13,13,13,"DEEC"
"MTM102","2002/2003","1S",13,12,12,"DEEC"
"GEI314","2002/2003","2S",43,41,40,"DEMEGI"
"MEST114","2002/2003","1S",26,23,23,""
"EM125","2004/2005","1S",228,,,""
"EEC4161","2001/2002","1S",124,85,69,"DEEC"
"MEST201","2002/2003","1S",26,23,23,"DEC"
"MEEC2087","2004/2005","2S",12,,,""
"EEC4223","2004/2005","2S",,,,""
"EMM306","2002/2003","1S",45,39,28,"DEMM"
"EEC4290","2002/2003","2S",11,11,11,"DEEC"
"EEC3162","2001/2002","1S",148,143,90,"DEEC"
"EEC4229","2001/2002","2S",16,13,13,"DEEC"
"EEC5126","2001/2002","1S",13,10,10,"DEEC"
"EC1208","2002/2003","2S",311,235,190,"DEC"
"EQ104","1997/1998","1S",98,81,60,"DEMEGI"
"MEMT115","1997/1998","1S",,,,"DEMM"
"MEMT120","1997/1998","1S",,,,"DEMM"
"MET1100","1997/1998","1S",,,,""
"MET2111","1997/1998","2S",,,,""
"MEPQ1100","1997/1998","1S",,,,""
"MEPQ1110","1997/1998","1S",,,,""
"MPPAU1101","1997/1998","1S",10,9,8,""
"MPPAU1106","1997/1998","A",9,8,8,""
"MPPAU2207","1997/1998","2S",10,9,8,""
"MPPAU1108","1997/1998","A",,,,""
"CPGEA100","1997/1998","A",15,15,15,""
"CPGEA106","1997/1998","A",15,14,13,""
"CPGEA203","1997/1998","A",16,14,13,""
"CPGEA207","1997/1998","A",15,14,13,""
"CPGEA303","1997/1998","A",,,,""
"CPGEA308","1997/1998","A",,,,""
"CPGEA402","1997/1998","A",,,,""
"CPGEA408","1997/1998","A",,,,""
"CPGES302","1997/1998","A",,,,""
"EC414","1997/1998","1S",,,,"DEC"
"EC564","1997/1998","2S",,,,"DEC"
"EC614","1997/1998","1S",,,,"DEC"
"EM521","1997/1998","2S",,,,"DEMEGI"
"EMG1203","2001/2002","2S",46,26,17,"DEQ"
"EMG1204","2001/2002","2S",47,28,16,"DEM"
"EMG1205","2001/2002","2S",38,24,18,"DEMEGI"
"EC1210","2002/2003","2S",231,201,193,"DEC"
"EIC5106","2002/2003","1S",21,20,20,"DEEC"
"MMI1101","2002/2003","2S",,,,"DEMEGI"
"MEM179","2002/2003","2S",3,3,3,""
"MEAM1100","2000/2001","1S",,,,""
"MEAM1102","2000/2001","1S",,,,""
"MEAM1306","2000/2001","1S",,,,""
"EC1209","2001/2002","2S",325,241,170,"DEC"
"EC5205","2001/2002","2S",59,52,52,"DEC"
"EC5157","2002/2003","1S",5,5,4,"DEC"
"EC5166","2002/2003","1S",76,75,75,"DEC"
"EEC1204","2002/2003","2S",161,138,103,"DEEC"
"EMG1106","2001/2002","1S",48,35,21,"DEEC"
"GEI112","2002/2003","1S",36,35,30,"DEMEGI"
"EC4101","2002/2003","1S",258,220,199,"DEC"
"MMSEG1207","2002/2003","2T",12,12,12,""
"MMSEG1203","2002/2003","2T",11,11,11,""
"MMSEG1202","2002/2003","2T",12,12,11,""
"MMSEG1200","2002/2003","2T",12,12,11,""
"MMSEG1208","2002/2003","2T",12,12,11,""
"EMG1201","2001/2002","2S",66,5,1,"DEEC"
"EEC4146","2002/2003","1S",51,43,40,"DEEC"
"EEC4223","2001/2002","2S",21,16,16,"DEEC"
"EMG4102","2002/2003","1S",15,12,8,"DEM"
"EMG1102","2001/2002","1S",68,18,5,"DEEC"
"EMG1103","2001/2002","1S",31,22,16,"DEM"
"EQ506","2002/2003","1S",19,18,18,"DEQ"
"EQ308","2002/2003","2S",163,70,70,"DEQ"
"MTM107","2001/2002","2S",13,10,10,"DEEC"
"EEC4261","2001/2002","2S",108,92,92,"DEEC"
"EC4208","2002/2003","2S",335,205,168,"DEC"
"EI1204","2003/2004","2S",23,22,22,"DEEC"
"EM228","2004/2005","1S",346,,,""
"EC3102","2002/2003","1S",329,250,224,"DEC"
"GEI214","2002/2003","2S",45,39,33,"DEMEGI"
"MCE106","2002/2003","2S",16,13,11,"DEC"
"EEC4232","2002/2003","1S",15,13,13,"DEEC"
"EMG1202","2002/2003","2S",43,23,16,"DEM"
"EC3212","2001/2002","2S",231,189,182,"DEC"
"EEC3263","2002/2003","1S",113,104,90,"DEEC"
"EM117","1997/1998","A",,,,"DEMEGI"
"EMM513","1997/1998","2S",,,,"DEMM"
"EMI425","1997/1998","2S",14,10,10,"DEM"
"MEMT119","1997/1998","1S",,,,"DEMM"
"MET2107","1997/1998","2S",,,,""
"MEPQ1111","1997/1998","1S",,,,""
"EEC211","1998/1999","2S",5,1,1,"DEEC"
"EEC402","1998/1999","1S",6,4,4,"DEEC"
"EM503","1998/1999","1S",15,12,12,"DEMEGI"
"EM573","1998/1999","1S",24,18,18,"DEMEGI"
"MEA405","1998/1999","A",,,,""
"EM595","2004/2005","A",11,,,""
"GEI213","2002/2003","2S",38,35,27,"DEMEGI"
"GEI309","2002/2003","1S",37,35,35,"DEMEGI"
"EC5241","2001/2002","2S",6,5,5,"DEC"
"EM2552","2002/2003","2S",25,23,22,""
"EC5240","2001/2002","2S",2,2,2,"DEC"
"MTM100","2002/2003","1S",12,11,11,"DEEC"
"EQ403","2002/2003","1S",70,70,70,"DEQ"
"GEI311","2003/2004","1S",39,34,28,"DEMEGI"
"EM439","2003/2004","2S",136,94,70,"DEMEGI"
"GEI210","2002/2003","2S",48,43,32,"DEMEGI"
"EMM100","2002/2003","1S",57,43,24,"DEMM"
"EC5243","2001/2002","2S",16,15,15,"DEC"
"EC5274","2002/2003","2S",40,39,39,"DEC"
"EMM323","2002/2003","2S",32,29,22,"DEMM"
"EEC5271","2002/2003","2S",47,44,43,"DEEC"
"EEC2205","2002/2003","2S",282,214,151,"DEEC"
"EQ305","2002/2003","2S",97,82,68,"DEQ"
"EMM119","2002/2003","2S",51,33,18,"DEMM"
"EEC5126","2002/2003","1S",8,7,7,"DEEC"
"EMM324","2002/2003","2S",34,30,25,"DEMM"
"EMM322","2002/2003","2S",56,49,40,"DEMM"
"EQ310","2002/2003","2S",69,66,66,"DEQ"
"EMM511","2002/2003","1S",46,45,41,"DEMM"
"EMM512","2002/2003","1S",22,22,20,"DEMM"
"EMG1105","2001/2002","1S",41,32,19,"DEMEGI"
"EC4103","2001/2002","1S",254,190,143,"DEC"
"EMM206","2002/2003","2S",44,27,14,"DEMM"
"EC1101","2002/2003","1S",349,316,206,"DEC"
"EEC4162","2002/2003","1S",123,97,75,"DEEC"
"EQ507","2002/2003","1S",14,14,14,"DEQ"
"EMM319","2002/2003","2S",35,26,19,"DEMM"
"EC5286","2003/2004","2S",5,5,4,""
"EMM523","2002/2003","2S",29,23,22,"DEMM"
"EMM431","2002/2003","2S",23,19,19,"DEMM"
"EMM216","2002/2003","1S",48,32,17,"DEMM"
"EMM327","2002/2003","2S",50,46,38,"DEMM"
"EEC3224","2002/2003","2S",67,54,38,"DEEC"
"GEI212","2002/2003","2S",35,30,26,"DEMEGI"
"EC5242","2002/2003","1S",13,12,11,"DEC"
"EMM423","2002/2003","1S",31,22,17,"DEMM"
"EQ500","2002/2003","A",71,70,70,"DEQ"
"GEI117","2002/2003","2S",55,47,41,"DEMEGI"
"EMG3202","2001/2002","1S",18,18,11,"DEM"
"EMM117","2002/2003","1S",37,28,27,"DEMM"
"EEC5279","2002/2003","2S",28,27,27,"DEEC"
"EQ303","2002/2003","1S",96,64,47,"DEQ"
"CI009","2002/2003","2S",39,29,26,""
"EEC4284","2002/2003","2S",18,14,14,"DEEC"
"EM445","2002/2003","2S",133,82,55,"DEMEGI"
"EM612","2002/2003","2S",27,20,20,"DEMEGI"
"EMG2201","2001/2002","2S",32,24,20,"DEM"
"EC5110","2001/2002","1S",57,42,42,"DEC"
"EC5271","2002/2003","2S",5,4,4,"DEC"
"EMM430","2002/2003","2S",29,20,16,"DEMM"
"EEC3122","2001/2002","1S",51,48,46,"DEEC"
"EMG2204","2001/2002","2S",33,17,14,"DEEC"
"EMG2205","2001/2002","1S",31,27,23,"DEM"
"EMG3104","2001/2002","1S",22,21,18,"DEM"
"MEEC2094","2002/2003","2S",12,6,6,"DEEC"
"EIC1208","2002/2003","2S",200,134,115,""
"MEEC1078","2002/2003","1S",10,7,6,"DEEC"
"EC5281","2002/2003","2S",31,30,29,"DEC"
"EM504","2002/2003","2S",22,17,16,"DEMEGI"
"GEI405","2002/2003","2S",23,22,20,"DEMEGI"
"EC5166","2001/2002","1S",62,58,58,"DEC"
"EC4211","2002/2003","2S",216,185,166,"DEC"
"EC5268","2002/2003","2S",4,3,3,"DEC"
"MEAM1103","2002/2003","1T",10,10,10,""
"MEAM1101","2002/2003","1T",10,9,9,""
"MEAM1202","2002/2003","2T",10,9,9,""
"MEAM1200","2002/2003","2T",10,9,9,""
"MEAM1201","2002/2003","2T",10,9,9,""
"MEAM1301","2002/2003","3T",4,4,4,""
"MEAM1304","2002/2003","3T",5,4,4,""
"EC5205","2002/2003","2S",68,62,62,"DEC"
"EEC4123","2002/2003","1S",88,52,46,"DEEC"
"EEC5178","2001/2002","1S",24,21,21,"DEEC"
"MEM190","2002/2003","1S",,,,""
"MEM100","2002/2003","1S",9,6,6,"DEMEGI"
"MEM136","2002/2003","1S",2,1,1,"DEMEGI"
"MEM1133","2002/2003","1S",,,,""
"MEM139","2002/2003","1S",,,,"DEMEGI"
"MEM1126","2002/2003","1S",,,,""
"MEM158","2002/2003","2S",3,3,3,""
"MEM180","2002/2003","2S",3,3,3,""
"MEM183","2002/2003","2S",3,3,3,""
"MEM173","2002/2003","1S",3,3,3,""
"MEM174","2002/2003","1S",,,,""
"MEM106","2002/2003","1S",1,1,1,"DEMEGI"
"MEM1206","2002/2003","1S",2,1,1,"DEMEGI"
"MEM175","2002/2003","1S",3,1,1,""
"EC5133","2001/2002","1S",6,3,3,"DEC"
"EMM116","2002/2003","1S",40,28,16,"DEMM"
"GEI107","2002/2003","2S",46,39,30,"DEMEGI"
"EC5248","2001/2002","2S",20,20,20,"DEC"
"EC5207","2001/2002","2S",52,50,49,"DEC"
"EMM522","2002/2003","2S",18,17,16,"DEMM"
"EIC3209","2002/2003","2S",128,114,91,"DEEC"
"EEC4261","2002/2003","2S",93,83,78,"DEEC"
"EEC5170","2002/2003","2S",10,8,8,"DEEC"
"EMM217","2002/2003","2S",58,45,35,"DEMM"
"EEC3221","2002/2003","2S",49,46,37,"DEEC"
"EQ408","2002/2003","2S",68,66,66,"DEQ"
"EEC4249","2002/2003","2S",59,42,39,"DEEC"
"EMM326","2002/2003","2S",26,23,20,"DEMM"
"EC5280","2001/2002","2S",32,31,31,"DEC"
"EC5273","2001/2002","2S",59,59,59,"DEC"
"EM405","2002/2003","2S",149,123,121,"DEMEGI"
"EEC5273","2003/2004","1S",16,7,7,"DEEC"
"MEEC2093","2002/2003","2S",14,9,9,"DEEC"
"EC1103","2002/2003","1S",280,273,192,"DEC"
